Folder,Files,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\globals,1,3,2,2,0,1,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\globby,5,748,478,349,92,142,9,128,876,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\globby\node_modules,3,523,299,215,68,96,4,128,868,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\globby\node_modules\ignore,1,426,220,150,50,78,3,128,866,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\globby\node_modules\pify,1,85,70,57,15,15,1,0,2,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\globby\node_modules\slash,1,12,9,8,3,3,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\graceful-fs,4,829,655,235,153,120,2,54,421,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\growly,4,422,204,187,20,65,2,153,777,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\growly\example,2,27,19,17,1,8,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\growly\lib,2,395,185,170,19,57,2,153,777,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\gud,1,9,5,5,1,3,0,1,1,1,1
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\gzip-size,1,57,45,43,5,12,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hammerjs,43,21970,13209,10342,2289,2508,52,6253,33277,121,575
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hammerjs\src,21,2639,1509,1092,265,355,16,775,3536,87,418
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hammerjs\src\input,5,411,266,180,34,69,2,76,320,9,44
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hammerjs\src\recognizers,7,453,290,199,45,62,6,101,455,45,208
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hammerjs\tests,19,16608,10124,7873,1749,1792,20,4692,26160,24,113
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hammerjs\tests\unit,19,16608,10124,7873,1749,1792,20,4692,26160,24,113
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hammerjs\tests\unit\assets,5,14951,8869,6725,1734,1476,13,4606,25742,21,91
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hammerjs\tests\unit\gestures,3,138,114,111,2,24,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\handle-thing,3,404,307,86,50,87,0,10,33,1,3
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\handle-thing\lib,2,293,219,60,47,66,0,8,19,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\handle-thing\test,1,111,88,26,3,21,0,2,14,1,3
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\handlebars,100,26876,20215,17675,4106,4249,385,2412,15643,230,1480
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\handlebars\dist,68,22290,16675,14827,3357,3572,356,2043,13142,216,1418
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\handlebars\dist\amd,30,4927,3766,3013,781,745,24,416,2578,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\handlebars\dist\amd\handlebars,27,4515,3464,2760,727,668,23,383,2346,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\handlebars\dist\amd\handlebars\compiler,10,3463,2667,2122,573,486,17,310,1866,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\handlebars\dist\amd\handlebars\decorators,1,26,20,21,3,4,0,2,11,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\handlebars\dist\amd\handlebars\helpers,7,283,215,177,47,49,2,19,126,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\handlebars\dist\cjs,30,5072,3816,3083,781,836,24,420,2590,8,34
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\handlebars\dist\cjs\handlebars,27,4610,3492,2798,727,733,23,385,2352,7,31
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\handlebars\dist\cjs\handlebars\compiler,10,3496,2678,2138,573,507,17,311,1869,5,22
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\handlebars\dist\cjs\handlebars\decorators,1,30,21,22,3,7,0,2,11,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\handlebars\dist\cjs\handlebars\helpers,7,305,221,183,47,65,2,19,126,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\handlebars\lib,31,4582,3539,2847,749,676,29,367,2485,12,46
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\handlebars\lib\handlebars,27,4176,3235,2595,696,607,28,334,2242,7,31
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\handlebars\lib\handlebars\compiler,10,3292,2540,2059,545,465,21,287,1820,5,22
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\handlebars\lib\handlebars\decorators,1,23,18,19,3,4,0,1,9,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\handlebars\lib\handlebars\helpers,7,220,178,139,47,34,2,8,100,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\har-schema,1,23,21,1,0,2,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\har-schema\lib,1,23,21,1,0,2,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\har-validator,3,227,164,49,43,60,0,3,5,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\har-validator\lib,3,227,164,49,43,60,0,3,5,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\harmony-reflect,1,2200,1281,891,406,202,18,717,4621,78,384
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\has,2,17,11,12,0,6,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\has-ansi,2,10,8,10,1,2,1,0,4,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\has-ansi\node_modules,1,5,4,6,1,1,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\has-ansi\node_modules\ansi-regex,1,5,4,6,1,1,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\has-flag,1,9,8,8,1,1,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\has-symbols,6,193,119,117,22,48,1,26,101,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\has-symbols\test,4,136,85,83,4,32,0,19,50,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\has-symbols\test\shams,2,58,39,37,2,15,0,4,12,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\has-value,1,17,7,7,1,4,0,6,18,6,18
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\has-values,2,181,142,93,79,17,0,22,75,6,19
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\has-values\node_modules,1,120,93,64,59,12,0,15,48,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\has-values\node_modules\kind-of,1,120,93,64,59,12,0,15,48,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\has\src,1,6,3,3,0,3,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\has\test,1,11,8,9,0,3,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hash-base,1,96,72,15,13,21,0,3,6,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hash.js,15,1466,1244,812,172,205,17,17,110,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hash.js\lib,12,1220,1025,730,171,181,12,14,81,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hash.js\lib\hash,11,1204,1013,718,171,178,12,13,74,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hash.js\lib\hash\sha,6,629,526,360,71,101,12,2,27,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hash.js\test,2,204,178,73,1,23,5,3,29,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\he,1,346,248,191,59,33,4,65,476,1,9
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hex-color-regex,2,312,274,100,2,25,0,13,45,13,45
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\history,24,3135,2462,2073,393,505,27,168,1345,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\history\cjs,2,951,753,677,121,146,9,52,415,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\history\es,9,100,67,66,4,30,0,3,29,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\history\esm,1,920,730,520,116,138,9,52,415,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\history\umd,2,1088,855,763,147,175,9,58,457,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hmac-drbg,2,206,171,115,15,32,1,3,9,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hmac-drbg\lib,1,114,90,72,12,21,1,3,9,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hmac-drbg\test,1,92,81,43,3,11,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hoist-non-react-statics,4,651,533,462,65,83,6,35,284,4,22
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hoist-non-react-statics\dist,3,550,451,420,55,68,4,31,251,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hoist-non-react-statics\src,1,101,82,42,10,15,2,4,33,4,22
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hosted-git-info,3,363,309,95,56,36,24,18,151,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hpack.js,36,5525,4225,2516,489,670,18,630,4834,173,1465
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hpack.js\lib,9,1522,1353,603,81,136,0,33,140,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hpack.js\lib\hpack,8,1509,1344,594,81,132,0,33,140,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hpack.js\node_modules,19,2661,1684,1372,375,403,3,574,4541,172,1460
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hpack.js\node_modules\readable-stream,17,2302,1415,1190,291,372,2,515,4001,151,1288
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hpack.js\node_modules\readable-stream\lib,9,2255,1377,1161,289,363,2,515,4001,151,1288
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hpack.js\node_modules\readable-stream\lib\internal,4,157,122,109,24,29,0,6,49,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hpack.js\node_modules\readable-stream\lib\internal\streams,4,157,122,109,24,29,0,6,49,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hpack.js\node_modules\safe-buffer,1,63,51,17,13,8,0,4,19,1,3
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hpack.js\node_modules\string_decoder,1,296,218,165,71,23,1,55,521,20,169
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hpack.js\node_modules\string_decoder\lib,1,296,218,165,71,23,1,55,521,20,169
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hpack.js\test,5,904,774,459,20,110,15,20,141,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hpack.js\tools,3,438,414,82,13,21,0,3,12,1,5
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hsl-regex,2,63,50,32,1,13,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hsl-regex\test,1,53,43,27,0,10,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hsla-regex,2,63,50,32,1,13,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\hsla-regex\test,1,53,43,27,0,10,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\html-comment-regex,1,3,2,2,0,1,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\html-encoding-sniffer,1,303,239,189,77,36,5,28,64,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\html-encoding-sniffer\lib,1,303,239,189,77,36,5,28,64,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\html-entities,4,502,349,279,85,44,0,109,244,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\html-entities\lib,3,495,343,277,85,43,0,109,244,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\html-minifier,6,3533,2525,1799,551,372,7,636,2799,30,105
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\html-minifier\node_modules,1,1237,606,492,131,167,0,464,1606,3,5
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\html-minifier\node_modules\commander,1,1237,606,492,131,167,0,464,1606,3,5
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\html-minifier\src,4,1985,1672,1138,394,186,7,127,833,27,100
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\html-webpack-plugin,7,1615,832,578,170,113,3,670,2984,40,149
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\html-webpack-plugin\lib,6,655,288,219,58,47,3,320,1350,33,128
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\htmlparser2,13,2068,1707,1306,202,276,48,85,333,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\htmlparser2\lib,8,1690,1401,1073,164,208,48,81,319,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\htmlparser2\node_modules,5,378,306,233,38,68,0,4,14,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\htmlparser2\node_modules\entities,5,378,306,233,38,68,0,4,14,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\htmlparser2\node_modules\entities\lib,3,180,137,89,30,39,0,4,14,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\htmlparser2\node_modules\entities\test,1,171,152,128,5,19,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\http-deceiver,2,478,378,295,22,81,0,19,51,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\http-deceiver\lib,1,251,191,142,19,43,0,17,47,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\http-deceiver\test,1,227,187,153,3,38,0,2,4,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\http-errors,3,299,182,44,28,54,0,63,203,6,18
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\http-errors\node_modules,2,32,28,15,2,2,0,2,12,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\http-errors\node_modules\inherits,2,32,28,15,2,2,0,2,12,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\http-parser-js,1,426,376,275,64,30,5,20,149,1,3
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\http-proxy,7,1019,500,362,107,168,9,351,1809,12,67
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\http-proxy-middleware,9,815,556,141,97,135,7,124,543,1,3
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\http-proxy-middleware\lib,8,809,552,140,96,133,7,124,543,1,3
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\http-proxy\lib,6,1006,499,361,107,167,9,340,1753,1,11
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\http-proxy\lib\http-proxy,5,939,491,354,106,154,9,294,1425,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\http-proxy\lib\http-proxy\passes,3,504,265,194,56,82,5,157,788,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\http-signature,5,950,572,401,92,159,2,219,1265,5,29
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\http-signature\lib,5,950,572,401,92,159,2,219,1265,5,29
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\https-browserify,1,32,26,7,8,6,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\iconv-lite,13,2660,1958,1040,255,438,100,264,2569,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\iconv-lite\encodings,9,2113,1579,748,170,318,87,216,2195,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\iconv-lite\lib,4,547,379,292,85,120,13,48,374,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\icss-utils,5,206,168,135,22,38,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\icss-utils\lib,5,206,168,135,22,38,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\identity-obj-proxy,13,165,134,130,7,30,2,1,8,1,6
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\identity-obj-proxy\src,13,165,134,130,7,30,2,1,8,1,6
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\identity-obj-proxy\src\__tests__,9,126,108,108,0,18,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\identity-obj-proxy\src\test-redirections,3,12,6,6,0,6,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\ieee754,1,85,73,18,12,12,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\iferr,1,50,38,35,8,11,0,1,4,1,4
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\ignore,2,929,474,216,102,165,6,290,1870,1,5
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\immer,3,1778,1280,1058,298,249,10,249,1782,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\immer\dist,3,1778,1280,1058,298,249,10,249,1782,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\immutable,3,5362,4269,4036,1139,836,40,257,1694,31,204
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\immutable\contrib,1,344,273,180,57,49,8,22,131,15,94
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\immutable\contrib\cursor,1,344,273,180,57,49,8,22,131,15,94
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\immutable\dist,2,5018,3996,3856,1082,787,32,235,1563,16,110
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\import-cwd,1,6,4,4,0,2,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\import-fresh,1,30,20,16,5,7,0,3,12,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\import-from,1,13,10,9,2,3,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\import-local,2,26,17,15,2,5,0,4,23,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\import-local\fixtures,1,8,6,4,1,2,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\imurmurhash,2,151,89,84,14,22,1,40,202,22,82
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\indent-string,1,36,28,18,6,8,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\indexes-of,2,46,33,6,2,13,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\infer-owner,1,65,56,18,15,6,1,3,28,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\inflight,1,55,40,12,8,7,0,8,79,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\inherits,2,38,32,16,4,2,0,4,20,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\ini,1,195,164,49,34,21,0,10,77,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\inquirer,22,2470,1514,1136,185,490,1,466,2117,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\inquirer\lib,22,2470,1514,1136,185,490,1,466,2117,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\inquirer\lib\objects,3,195,112,82,21,33,0,50,235,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\inquirer\lib\prompts,10,1544,965,732,112,316,0,263,1011,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\inquirer\lib\ui,3,310,191,134,25,59,1,60,317,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\inquirer\lib\utils,5,332,205,147,24,62,0,65,439,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\internal-ip,1,52,40,38,8,10,0,2,17,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\invariant,2,102,55,39,8,15,2,32,206,12,66
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\invert-kv,1,16,12,11,3,4,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\ip,2,825,640,586,78,139,1,46,173,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\ip-regex,1,25,20,61,0,5,9,0,32,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\ip\lib,1,417,306,265,77,69,0,42,152,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\ip\test,1,408,334,321,1,70,1,4,21,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\ipaddr.js,2,675,617,565,148,58,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\ipaddr.js\lib,1,674,616,480,148,58,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-absolute-url,1,9,7,6,2,2,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-accessor-descriptor,1,70,42,28,17,15,0,13,54,6,18
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-arguments,2,77,62,58,8,15,1,0,2,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-arrayish,1,11,8,6,3,3,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-binary-path,1,13,10,10,1,3,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-buffer,2,47,30,14,3,8,0,9,41,8,34
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-buffer\test,1,25,21,11,0,4,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-callable,2,197,164,157,13,26,4,7,38,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-ci,2,9,5,0,0,4,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-color-stop,13,290,215,170,22,71,0,4,11,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-color-stop\lib,9,118,81,58,12,37,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-color-stop\test,2,84,64,56,0,20,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-color-stop\util,1,49,37,31,8,8,0,4,11,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-data-descriptor,1,56,33,22,13,13,0,10,26,6,18
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-date-object,2,55,46,51,4,9,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-descriptor,2,171,126,87,77,20,0,25,85,6,18
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-descriptor\node_modules,1,148,113,76,72,16,0,19,67,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-descriptor\node_modules\kind-of,1,148,113,76,72,16,0,19,67,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-directory,1,66,39,31,9,12,0,15,31,6,18
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-extendable,1,14,5,4,2,3,0,6,18,6,18
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-extglob,1,21,11,9,5,4,0,6,18,6,18
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-fullwidth-code-point,1,51,31,10,5,5,3,15,78,1,3
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-generator-fn,1,15,10,9,3,4,0,1,8,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-glob,1,49,31,30,10,9,0,9,35,6,18
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-mobile,2,62,48,24,5,14,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-number,1,23,11,10,4,6,0,6,18,6,18
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-obj,1,6,5,5,1,1,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-path-cwd,1,16,11,10,2,5,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-path-in-cwd,1,5,3,3,0,2,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-path-inside,1,15,11,10,3,4,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-plain-obj,1,8,6,7,1,2,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-plain-object,1,38,18,15,8,10,0,10,39,6,18
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-promise,1,6,4,3,1,2,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-regex,2,99,84,84,9,15,2,0,4,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-regex\test,1,59,51,55,0,8,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-regexp,1,5,4,4,1,1,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-resolvable,1,17,13,11,3,4,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-root,1,4,2,2,0,2,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-stream,1,22,16,16,5,6,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-string,2,65,57,57,7,8,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-string\test,1,40,35,38,0,5,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-svg,1,21,14,11,4,7,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-symbol,2,129,110,98,13,18,0,1,6,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-symbol\test,1,93,80,73,2,13,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-typedarray,2,77,65,6,12,12,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-windows,1,28,20,19,3,2,0,6,18,6,18
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\is-wsl,1,26,21,17,7,5,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\isarray,2,27,19,22,1,8,0,0,0,0,0
